obs,action,reward,next_obs,done
"[0.268, 1.109, -1.799, -1.291, 0.471, -7.89, 0.0, 0.0]",2,-3.2,"[0.257, 1.101, -1.845, -1.282, 0.448, -7.84, 0.0, 0.0]",False
"[0.556, 0.036, 1.25, -1.769, -1.038, 0.333, 0.0, 1.0]",2,2.8,"[0.568, 0.018, 1.28, -1.73, -1.013, 0.31, 0.0, 1.0]",False
"[-1.001, 1.371, -1.014, -1.167, 0.007, 0.025, 0.0, 0.0]",2,2.1,"[-1.001, 1.365, 0.002, -1.108, 0.011, 0.042, 0.0, 0.0]",False
"[-1.001, 1.365, 0.002, -1.108, 0.011, 0.042, 0.0, 0.0]",1,1.9,"[-1.002, 1.363, -1.015, -1.089, 0.013, 0.026, 0.0, 0.0]",False
"[-1.002, 1.363, -1.015, -1.089, 0.013, 0.026, 0.0, 0.0]",2,1.8,"[-1.002, 1.362, -1.03, -1.061, 0.013, 0.013, 0.0, 0.0]",False
"[-1.002, 1.362, -1.03, -1.061, 0.013, 0.013, 0.0, 0.0]",1,1.7,"[-1.003, 1.36, -1.03, -1.087, 0.014, 0.013, 0.0, 0.0]",False
"[-1.003, 1.36, -1.03, -1.087, 0.014, 0.013, 0.0, 0.0]",2,1.6,"[-1.003, 1.358, -1.014, -1.09, 0.015, 0.028, 0.0, 0.0]",False
"[0.435, 0.244, 0.997, -1.047, -0.533, 1.1, 0.0, 0.0]",2,-1.2,"[0.448, 0.218, 1.022, -1.032, -0.482, 1.095, 0.0, 0.0]",False
"[0.492, 0.131, 1.152, -1.009, -1.258, 1.088, 0.0, 0.0]",2,-1.2,"[0.505, 0.111, 1.188, -1.009, -1.203, 1.099, 0.0, 0.0]",False
"[0.435, 0.244, 0.997, -1.047, -1.533, 1.1, 0.0, 0.0]",2,-1.2,"[0.446, 0.22, 1.027, -1.026, -1.478, 1.089, 0.0, 0.0]",False
"[0.446, 0.22, 1.027, -1.026, -0.478, 1.089, 0.0, 0.0]",2,-1.3,"[0.459, 0.195, 1.082, -1.008, -0.419, 1.102, 0.0, 0.0]",False
"[0.505, 0.111, 1.188, -1.009, -1.203, 1.099, 0.0, 0.0]",3,-1.3,"[0.517, 0.091, 1.211, -1.009, -1.158, 1.113, 0.0, 0.0]",False
"[0.446, 0.22, 1.027, -1.026, -1.478, 1.089, 0.0, 0.0]",2,-1.3,"[0.457, 0.197, 1.057, -1.013, -1.423, 1.106, 0.0, 0.0]",False
"[0.457, 0.197, 1.077, -1.013, -0.423, 1.106, 0.0, 0.0]",1,-1.4,"[0.464, 0.18, 1.092, -1.005, -0.415, 1.098, 0.0, 0.0]",False
"[0.517, 0.091, 1.211, -1.009, -1.158, 1.113, 0.0, 0.0]",3,-1.4,"[0.53, 0.071, 1.24, -1.009, -1.113, 1.128, 0.0, 1.0]",False
"[0.457, 0.197, 1.057, -1.013, -1.423, 1.106, 0.0, 0.0]",1,-1.4,"[0.468, 0.174, 1.106, -1.011, -1.468, 1.102, 0.0, 1.0]",False
"[0.468, 0.174, 1.106, -0.991, -0.368, 1.102, 0.0, 0.0]",3,-1.5,"[0.482, 0.158, 1.125, -0.98, -0.36, 1.115, 0.0, 0.0]",False
"[0.53, 0.071, 1.24, -1.009, -1.113, 1.128, 0.0, 1.0]",3,-1.5,"[0.543, 0.053, 1.247, -1.009, -1.068, 0.727, 0.0, 1.0]",False
"[0.468, 0.174, 1.106, -1.011, -1.468, 1.102, 0.0, 1.0]",2,-1.5,"[0.48, 0.152, 1.132, -1.008, -1.513, 1.099, 0.0, 1.0]",False
"[0.1, 0.9, 0.8, -1.5, 0.3, 1.2, 0.0, 0.0]",0,-1.5,"[0.11, 0.88, 0.78, -1.52, 0.31, 1.18, 0.0, 0.0]",False
"[0.48, 0.152, 1.132, -0.968, -0.313, 1.099, 0.0, 0.0]",2,-1.6,"[0.494, 0.134, 1.159, -0.94, -0.265, 1.092, 0.0, 0.0]",False
"[0.543, 0.053, 1.247, -1.009, -1.068, 0.727, 0.0, 1.0]",0,-1.6,"[0.556, 0.036, 1.25, -1.009, -1.068, 0.333, 0.0, 1.0]",False
"[0.48, 0.152, 1.132, -1.008, -1.513, 1.099, 0.0, 1.0]",3,-1.6,"[0.492, 0.131, 1.152, -1.002, -1.458, 1.088, 0.0, 1.0]",False
"[0.527, 0.067, 1.221, -1.002, -1.193, 0.731, 0.0, 1.0]",3,-1.6,"[0.539, 0.047, 1.224, -1.011, -1.148, 0.339, 0.0, 1.0]",False
"[0.492, 0.131, 1.152, -0.929, -0.258, 1.088, 0.0, 0.0]",0,-1.7,"[0.499, 0.118, 1.167, -0.921, -0.252, 1.085, 0.0, 0.0]",False
"[0.492, 0.131, 1.152, -1.002, -1.458, 1.088, 0.0, 1.0]",2,-1.7,"[0.504, 0.11, 1.178, -1.001, -1.503, 1.095, 0.0, 1.0]",False
"[0.515, 0.088, 1.194, -1.011, -1.248, 1.117, 0.0, 1.0]",2,-1.7,"[0.527, 0.067, 1.221, -1.002, -1.193, 0.731, 0.0, 1.0]",False
"[0.505, 0.111, 1.188, -0.893, -0.203, 1.099, 0.0, 0.0]",2,-1.8,"[0.519, 0.092, 1.22, -0.888, -0.15, 1.107, 0.0, 0.0]",False
"[0.504, 0.11, 1.178, -1.001, -1.503, 1.095, 0.0, 1.0]",0,-1.8,"[0.515, 0.089, 1.204, -1.004, -1.548, 1.102, 0.0, 1.0]",False
"[0.503, 0.109, 1.167, -1.029, -1.303, 1.103, 0.0, 0.0]",2,-1.8,"[0.515, 0.088, 1.194, -1.011, -1.248, 1.117, 0.0, 1.0]",False
"[-1.0, 1.2, 0.01, -1.1, 0.05, -1.0, 0.0, 0.0]",3,-1.8,"[-1.012, 1.18, 0.02, -1.12, 0.08, -1.05, 0.0, 0.0]",False
"[0.517, 0.091, 1.211, -0.895, -0.148, 1.113, 0.0, 0.0]",2,-1.9,"[0.532, 0.072, 1.238, -0.855, -0.095, 1.12, 0.0, 1.0]",False
"[0.515, 0.089, 1.204, -1.004, -1.548, 1.102, 0.0, 1.0]",2,-1.9,"[0.527, 0.069, 1.231, -1.003, -1.593, 1.109, 0.0, 1.0]",False
"[0.53, 0.071, 1.24, -0.862, -0.091, 1.128, 0.0, 1.0]",2,-2.0,"[0.545, 0.048, 1.252, -0.802, -0.05, 0.72, 0.0, 1.0]",False
"[0.0, 1.2, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0]",2,-2.0,"[0.0, 1.18, 0.0, -1.02, 0.0, 0.02, 0.0, 0.0]",False
"[0.527, 0.069, 1.231, -1.003, -1.593, 1.109, 0.0, 1.0]",1,-2.0,"[0.539, 0.049, 1.258, -1.008, -1.638, 1.116, 0.0, 1.0]",False
"[0.543, 0.053, 1.247, -0.808, -0.055, 0.727, 0.0, 1.0]",1,-2.1,"[0.549, 0.04, 1.26, -0.79, -0.048, 0.35, 0.0, 1.0]",False
"[0.0, 0.8, 0.0, -1.0, 0.0, 0.0, 0.0, 0.0]",3,-2.1,"[0.02, 0.78, 0.02, -1.02, 0.02, -1.02, 0.0, 0.0]",False
"[0.539, 0.049, 1.258, -1.008, -1.638, 1.116, 0.0, 1.0]",2,-2.1,"[0.551, 0.03, 1.285, -1.007, -1.683, 1.123, 0.0, 1.0]",False
"[0.48, 0.152, 1.132, -1.013, -1.258, 1.088, 0.0, 0.0]",2,-2.1,"[0.492, 0.129, 1.158, -1.002, -1.203, 1.095, 0.0, 0.0]",False
"[0.02, 0.78, 0.02, -1.02, 0.02, -1.02, 0.0, 0.0]",3,-2.2,"[0.04, 0.76, 0.04, -1.04, 0.04, -1.04, 0.0, 0.0]",False
"[0.04, 0.76, 0.04, -1.04, 0.04, -1.04, 0.0, 0.0]",3,-2.3,"[0.06, 0.74, 0.06, -1.06, 0.06, -1.06, 0.0, 0.0]",False
"[0.491, 0.13, 1.141, -1.035, -1.358, 1.092, 0.0, 0.0]",2,-2.3,"[0.503, 0.109, 1.167, -1.029, -1.303, 1.103, 0.0, 0.0]",False
"[-1.004, 1.349, -1.026, -1.088, 0.002, -1.121, 0.0, 0.0]",2,-2.3,"[-1.005, 1.347, -1.038, -1.07, 0.001, -1.14, 0.0, 0.0]",False
"[0.446, 0.22, 1.027, -1.026, -1.478, 1.089, 0.0, 0.0]",2,-2.4,"[0.457, 0.197, 1.077, -1.013, -1.423, 1.106, 0.0, 0.0]",False
"[-1.03, 0.25, -1.88, 0.99, 0.22, -1.27, 0.0, 1.0]",2,-2.4,"[-1.08, 0.23, -1.82, 1.01, 0.19, -1.24, 0.0, 1.0]",False
"[0.517, 0.091, 1.211, -1.005, -1.148, 1.113, 0.0, 0.0]",2,-2.4,"[0.53, 0.071, 1.24, -1.002, -1.091, 1.128, 0.0, 1.0]",False
"[0.48, 0.152, 1.112, -1.018, -1.313, 1.105, 0.0, 0.0]",1,-2.4,"[0.491, 0.13, 1.141, -1.035, -1.358, 1.092, 0.0, 0.0]",False
"[-1.003, 1.351, -1.038, -1.062, 0.008, -1.072, 0.0, 0.0]",3,-2.4,"[-1.004, 1.349, -1.05, -1.095, 0.005, -1.11, 0.0, 0.0]",False
"[0.435, 0.244, 0.997, -1.047, -1.533, 1.1, 0.0, 0.0]",2,-2.5,"[0.446, 0.22, 1.027, -1.026, -1.478, 1.089, 0.0, 0.0]",False
"[-1.07, 0.27, -1.84, 0.97, 0.19, -1.3, 0.0, 1.0]",1,-2.5,"[-1.03, 0.25, -1.88, 0.99, 0.22, -1.27, 0.0, 1.0]",False
"[0.3, 0.5, -2.0, -1.8, 15.0, -3.0, 1.0, 1.0]",2,8.7,"[0.28, 0.48, -1.98, -1.82, 14.8, -3.2, 1.0, 1.0]",False
"[-1.78, -1.34, 0.89, -1.45, 0.23, 1.23, 1.0, 0.0]",2,8.57,"[-1.79, -1.35, 0.9, -1.46, 0.24, 1.15, 1.0, 0.0]",False
"[-1.12, -1.18, -1.45, -1.89, -1.23, -4.56, 1.0, 1.0]",2,8.27,"[-1.13, -1.19, -1.44, -1.9, -1.24, -4.48, 1.0, 1.0]",False
"[-1.56, -1.23, 2.34, -1.56, -1.23, -4.56, 1.0, 1.0]",3,8.07,"[-1.57, -1.24, 2.43, -1.57, -1.22, -4.48, 1.0, 1.0]",False
"[-1.34, -1.01, -2.78, -1.23, -2.45, -3.89, 1.0, 1.0]",3,7.73,"[-1.35, -1.02, -2.69, -1.24, -2.46, -3.82, 1.0, 1.0]",False
"[-1.23, -1.01, 1.45, -2.78, 0.67, 1.89, 1.0, 1.0]",2,7.17,"[-1.24, -1.02, 1.44, -2.79, 0.68, 1.81, 1.0, 1.0]",False
"[0.45, -1.8, -1.5, -1.8, -2.1, 0.8, 1.0, 0.0]",2,5.2,"[0.44, -1.82, -1.52, -1.85, -2.12, 0.75, 1.0, 0.0]",False
"[-1.52, -1.5, -1.8, -1.5, -1.0, -2.0, 1.0, 1.0]",0,2.7,"[-1.53, -1.52, -1.78, -1.48, -1.01, -1.95, 1.0, 1.0]",False
"[0.2, 0.4, 1.0, -3.0, 0.0, 0.0, 1.0, 0.0]",2,2.4,"[0.19, 0.39, 0.98, -3.02, -1.0, -1.0, 1.0, 0.0]",False
"[-1.07, -2.26, -1.12, -1.76, 0.09, 0.24, 1.0, 1.0]",0,-1.0,"[-1.08, -2.27, -1.11, -1.75, 0.1, 0.27, 1.0, 1.0]",False
"[-1.05, -1.23, 0.12, -2.34, 0.05, 0.78, 0.0, 0.0]",1,-1.03,"[-1.06, -1.24, 0.11, -2.35, 0.04, 0.71, 0.0, 0.0]",False
"[-1.08, -2.28, -1.15, -1.75, 0.08, 0.22, 1.0, 1.0]",0,-1.1,"[-1.09, -2.29, -1.14, -1.74, 0.09, 0.25, 1.0, 1.0]",False
"[-1.05, -2.3, -1.2, -1.8, 0.15, 0.25, 1.0, 1.0]",1,-1.2,"[-1.04, -2.31, -1.19, -1.79, 0.14, 0.18, 1.0, 1.0]",False
"[-1.05, 0.8, -1.2, 0.1, 0.05, 0.12, 1.0, 1.0]",3,-1.3,"[-1.055, 0.798, -1.19, 0.092, 0.058, 0.065, 1.0, 1.0]",False
"[-1.055, 0.798, -1.19, 0.092, 0.058, 0.065, 1.0, 1.0]",3,-1.3,"[-1.06, 0.796, -1.18, 0.074, 0.066, 0.018, 1.0, 1.0]",False
"[-1.06, 0.796, -1.18, 0.074, 0.066, 0.018, 1.0, 1.0]",3,-1.3,"[-1.065, 0.794, -1.17, 0.056, 0.074, -1.029, 1.0, 1.0]",False
"[-1.065, 0.794, -1.17, 0.056, 0.074, -1.029, 1.0, 1.0]",3,-1.3,"[-1.07, 0.792, -1.16, 0.038, 0.082, -1.076, 1.0, 1.0]",False
"[-1.07, 0.792, -1.16, 0.038, 0.082, -1.076, 1.0, 1.0]",3,-1.3,"[-1.075, 0.79, -1.15, 0.02, 0.09, -1.123, 1.0, 1.0]",False
"[-1.075, 0.79, -1.15, 0.02, 0.09, -1.123, 1.0, 1.0]",3,-1.3,"[-1.08, 0.788, -1.14, 0.002, 0.098, -1.17, 1.0, 1.0]",False
"[-1.08, 0.788, -1.14, 0.002, 0.098, -1.17, 1.0, 1.0]",3,-1.3,"[-1.085, 0.786, -1.13, -1.016, 0.106, -1.217, 1.0, 1.0]",False
"[-1.085, 0.786, -1.13, -1.016, 0.106, -1.217, 1.0, 1.0]",3,-1.3,"[-1.09, 0.784, -1.12, -1.034, 0.114, -1.264, 1.0, 1.0]",False
"[-1.09, 0.784, -1.12, -1.034, 0.114, -1.264, 1.0, 1.0]",3,-1.3,"[-1.095, 0.782, -1.11, -1.052, 0.122, -1.311, 1.0, 1.0]",False
"[-1.095, 0.782, -1.11, -1.052, 0.122, -1.311, 1.0, 1.0]",3,-1.3,"[-1.1, 0.78, -1.1, -1.07, 0.13, -1.358, 1.0, 1.0]",False
"[-1.1, -2.27, -1.18, -1.72, 0.11, 0.26, 1.0, 1.0]",1,-1.3,"[-1.09, -2.28, -1.17, -1.71, 0.1, 0.19, 1.0, 1.0]",False
"[-1.2, 1.5, 0.3, -1.1, 0.15, 0.2, 0.0, 1.0]",3,-1.33,"[-1.205, 1.49, 0.29, -1.12, 0.16, 0.15, 0.0, 1.0]",False
"[-1.205, 1.49, 0.29, -1.12, 0.16, 0.15, 0.0, 1.0]",3,-1.33,"[-1.21, 1.48, 0.28, -1.13, 0.17, 0.1, 0.0, 1.0]",False
"[-1.21, 1.48, 0.28, -1.13, 0.17, 0.1, 0.0, 1.0]",2,-1.36,"[-1.214, 1.47, 0.27, -1.14, 0.175, 0.05, 0.0, 1.0]",False
"[-1.214, 1.47, 0.27, -1.14, 0.175, 0.05, 0.0, 1.0]",3,-1.36,"[-1.218, 1.46, 0.26, -1.15, 0.18, 0.0, 0.0, 1.0]",False
"[-1.218, 1.46, 0.26, -1.15, 0.18, 0.0, 0.0, 1.0]",3,-1.36,"[-1.222, 1.45, 0.25, -1.16, 0.185, -1.0, 0.0, 1.0]",False
"[-1.222, 1.45, 0.25, -1.16, 0.185, -1.0, 0.0, 1.0]",1,-1.39,"[-1.227, 1.44, 0.24, -1.17, 0.19, -1.2, 0.0, 1.0]",False
"[-1.227, 1.44, 0.24, -1.17, 0.19, -1.2, 0.0, 1.0]",3,-1.39,"[-1.231, 1.43, 0.23, -1.18, 0.195, -1.4, 0.0, 1.0]",False
"[-1.09, -2.29, -1.16, -1.73, 0.13, 0.23, 1.0, 1.0]",1,-1.4,"[-1.08, -2.3, -1.15, -1.72, 0.12, 0.16, 1.0, 1.0]",False
"[-1.231, 1.43, 0.23, -1.18, 0.195, -1.4, 0.0, 1.0]",2,-1.42,"[-1.235, 1.42, 0.22, -1.19, 0.2, -1.6, 0.0, 1.0]",False
"[-1.235, 1.42, 0.22, -1.19, 0.2, -1.6, 0.0, 1.0]",3,-1.42,"[-1.239, 1.41, 0.21, -1.2, 0.205, -1.8, 0.0, 1.0]",False
"[-1.239, 1.41, 0.21, -1.2, 0.205, -1.8, 0.0, 1.0]",3,-1.42,"[-1.243, 1.4, 0.2, -1.21, 0.21, -2.0, 0.0, 1.0]",False
"[-1.3, 0.6, 0.9, -2.8, 1.5, -2.2, 1.0, 1.0]",2,-1.5,"[-1.29, 0.58, 0.91, -2.76, 1.48, -2.24, 0.0, 1.0]",False
"[-1.15, 0.95, 1.8, -1.9, 0.8, 2.1, 1.0, 0.0]",0,-1.8,"[-1.16, 0.93, 1.82, -1.88, 0.82, 2.08, 1.0, 0.0]",False
"[1.8, -2.5, -2.8, -2.4, -1.8, 1.1, 1.0, 1.0]",3,-1.8,"[1.82, -2.52, -2.78, -2.42, -1.82, 1.08, 1.0, 1.0]",False
"[-1.15, -2.22, -1.05, -1.65, -1.75, 0.18, 0.28, 1.0, 1.0]",3,-1.9,"[-1.16, -2.23, -1.04, -1.66, -1.73, 0.21, 1.0, 1.0]",False
"[0.8, 0.7, 1.3, -2.9, -1.8, -1.2, 0.0, 1.0]",0,-2.0,"[0.81, 0.68, 1.32, -2.87, -1.82, -1.18, 0.0, 1.0]",False
"[-1.14, -2.23, -1.06, -1.64, -1.74, 0.16, 0.3, 1.0, 1.0]",3,-2.0,"[-1.15, -2.24, -1.05, -1.65, -1.72, 0.19, 1.0, 1.0]",False
"[-1.02, 1.5, 0.2, -1.2, -1.0, 0.5, 0.0, 1.0]",1,-2.1,"[-1.01, 1.48, 0.19, -1.18, -1.02, 0.48, 0.0, 1.0]",False
"[-1.12, -2.25, -1.1, -1.7, -1.8, 0.12, 0.3, 1.0, 1.0]",2,-2.1,"[-1.13, -2.26, -1.09, -1.71, -1.82, 0.15, 0.0, 1.0]",False
"[-1.5, -1.1, 1.2, -1.9, 0.8, -1.5, 0.0, 0.0]",2,-2.2,"[-1.51, -1.12, 1.22, -1.92, 0.78, -1.48, 0.0, 0.0]",False
"[-1.13, -2.24, -1.08, -1.68, -1.78, 0.14, 0.32, 1.0, 1.0]",2,-2.3,"[-1.14, -2.25, -1.07, -1.69, -1.8, 0.17, 0.0, 1.0]",False
"[-1.4, 1.0, -1.7, -2.2, 0.5, 1.6, 1.0, 0.0]",3,-2.4,"[-1.41, 0.98, -1.68, -2.18, 0.48, 1.58, 1.0, 0.0]",False
"[-1.11, -2.25, -1.09, -1.69, -1.77, 0.2, 0.27, 1.0, 1.0]",2,-2.4,"[-1.12, -2.26, -1.08, -1.7, -1.79, 0.23, 0.0, 1.0]",False
"[-1.05, -1.23, 0.12, -2.1, 0.05, -1.2, 0.0, 0.0]",1,-2.5,"[-1.04, -1.25, 0.11, -2.12, 0.04, -1.15, 0.0, 0.0]",False
"[0.23, -1.45, -1.67, -1.89, 2.34, 3.21, 0.0, 0.0]",1,-2.53,"[0.22, -1.46, -1.68, -1.9, 2.35, 3.14, 0.0, 0.0]",False
"[0.5, 0.9, -1.9, -2.4, 2.2, -1.5, 1.0, 0.0]",1,-2.6,"[0.51, 0.88, -1.88, -2.38, 2.18, -1.48, 1.0, 0.0]",False
"[0.037, 0.726, 0.803, -1.082, 0.115, 0.468, 0.0, 0.0]",2,-1.0,"[0.046, 0.721, 0.791, -1.045, 0.142, 0.472, 0.0, 0.0]",False
"[0.053, 0.716, 0.784, -1.076, 0.168, 0.478, 0.0, 0.0]",2,-1.0,"[0.061, 0.711, 0.778, -1.041, 0.194, 0.483, 0.0, 0.0]",False
"[0.061, 0.711, 0.778, -1.041, 0.194, 0.483, 0.0, 0.0]",3,-1.0,"[0.07, 0.706, 0.772, -1.006, 0.219, 0.487, 0.0, 0.0]",False
"[0.028, 0.731, 0.795, -1.112, 0.089, 0.461, 0.0, 0.0]",3,-1.1,"[0.037, 0.726, 0.803, -1.082, 0.115, 0.468, 0.0, 0.0]",False
"[0.086, 0.696, 0.761, -1.063, 0.27, 0.495, 0.0, 0.0]",2,-1.1,"[0.094, 0.691, 0.756, -1.028, 0.295, 0.499, 0.0, 0.0]",False
"[0.094, 0.691, 0.756, -1.028, 0.295, 0.499, 0.0, 0.0]",3,-1.1,"[0.103, 0.686, 0.75, -1.002, 0.32, 0.503, 0.0, 0.0]",False
"[-1.2, 0.8, -1.1, -1.3, 0.1, 0.2, 0.0, 0.0]",1,-1.15,"[-1.18, 0.78, -1.15, -1.28, 0.08, 0.25, 0.0, 0.0]",False
"[-1.18, 0.78, -1.15, -1.28, 0.08, 0.25, 0.0, 0.0]",2,-1.17,"[-1.16, 0.76, -1.2, -1.23, 0.06, 0.28, 0.0, 0.0]",False
"[-1.16, 0.76, -1.2, -1.23, 0.06, 0.28, 0.0, 0.0]",3,-1.19,"[-1.14, 0.74, -1.25, -1.18, 0.09, 0.31, 0.0, 0.0]",False
"[-1.05, 1.2, 0.4, -1.1, 0.15, 0.8, 0.0, 0.0]",2,-1.2,"[-1.04, 1.18, 0.42, -1.09, 0.14, 0.82, 0.0, 0.0]",False
"[0.02, 0.735, 0.802, -1.147, 0.066, 0.457, 0.0, 0.0]",2,-1.2,"[0.028, 0.731, 0.795, -1.112, 0.089, 0.461, 0.0, 0.0]",False
"[-1.14, 0.74, -1.25, -1.18, 0.09, 0.31, 0.0, 0.0]",2,-1.21,"[-1.12, 0.72, -1.3, -1.13, 0.07, 0.34, 0.0, 0.0]",False
"[-1.12, 0.72, -1.3, -1.13, 0.07, 0.34, 0.0, 0.0]",1,-1.23,"[-1.1, 0.7, -1.25, -1.08, 0.05, 0.37, 0.0, 0.0]",False
"[-1.1, 0.7, -1.25, -1.08, 0.05, 0.37, 0.0, 0.0]",2,-1.25,"[-1.08, 0.68, -1.3, -1.03, 0.03, 0.4, 0.0, 0.0]",False
"[-1.08, 0.68, -1.3, -1.03, 0.03, 0.4, 0.0, 0.0]",3,-1.27,"[-1.06, 0.66, -1.35, -1.0, 0.06, 0.43, 0.0, 0.0]",False
"[-1.06, 0.66, -1.35, -1.0, 0.06, 0.43, 0.0, 0.0]",2,-1.29,"[-1.04, 0.64, -1.4, -1.0, 0.04, 0.46, 0.0, 0.0]",False
"[0.046, 0.721, 0.791, -1.045, 0.142, 0.472, 0.0, 0.0]",1,-1.3,"[0.053, 0.716, 0.784, -1.076, 0.168, 0.478, 0.0, 0.0]",False
"[0.07, 0.706, 0.772, -1.006, 0.219, 0.487, 0.0, 0.0]",2,-1.3,"[0.079, 0.701, 0.767, -1.032, 0.245, 0.491, 0.0, 0.0]",False
"[-1.04, 0.64, -1.4, -1.0, 0.04, 0.46, 0.0, 0.0]",1,-1.31,"[-1.02, 0.62, -1.35, -1.0, 0.02, 0.49, 0.0, 0.0]",False
"[-1.02, 0.62, -1.35, -1.0, 0.02, 0.49, 0.0, 0.0]",2,-1.33,"[-1.0, 0.6, -1.4, -1.0, 0.0, 0.52, 0.0, 0.0]",False
"[0.079, 0.701, 0.767, -1.032, 0.245, 0.491, 0.0, 0.0]",1,-1.4,"[0.086, 0.696, 0.761, -1.063, 0.27, 0.495, 0.0, 0.0]",False
"[0.083, 0.702, 0.752, -1.2, 0.27, 0.589, 0.0, 0.0]",2,-1.6,"[0.09, 0.698, 0.748, -1.15, 0.293, 0.59, 0.0, 0.0]",False
"[0.076, 0.705, 0.761, -1.15, 0.248, 0.547, 0.0, 0.0]",1,-1.7,"[0.083, 0.702, 0.752, -1.2, 0.27, 0.589, 0.0, 0.0]",False
"[0.069, 0.709, 0.765, -1.2, 0.225, 0.546, 0.0, 0.0]",2,-1.8,"[0.076, 0.705, 0.761, -1.15, 0.248, 0.547, 0.0, 0.0]",False
"[1.3, 0.4, 0.8, -1.2, -8.0, -1.5, 0.0, 0.0]",0,-1.8,"[1.32, 0.38, 0.79, -1.19, -7.98, -1.48, 0.0, 0.0]",False
"[0.062, 0.713, 0.769, -1.25, 0.202, 0.545, 0.0, 0.0]",2,-1.9,"[0.069, 0.709, 0.765, -1.2, 0.225, 0.546, 0.0, 0.0]",False
"[0.055, 0.716, 0.778, -1.3, 0.18, 0.503, 0.0, 0.0]",3,-2.0,"[0.062, 0.713, 0.769, -1.25, 0.202, 0.545, 0.0, 0.0]",False
"[0.048, 0.72, 0.782, -1.35, 0.157, 0.502, 0.0, 0.0]",2,-2.1,"[0.055, 0.716, 0.778, -1.3, 0.18, 0.503, 0.0, 0.0]",False
"[-1.2, 0.8, 0.4, -2.5, 0.1, 0.05, 0.0, 0.0]",2,-2.1,"[-1.18, 0.78, 0.42, -2.48, 0.102, 0.052, 0.0, 0.0]",False
"[0.02, 0.735, 0.802, -1.147, 0.066, 0.457, 0.0, 0.0]",2,-2.1,"[0.028, 0.731, 0.798, -1.112, 0.089, 0.458, 0.0, 0.0]",False
"[0.028, 0.731, 0.798, -1.112, 0.089, 0.458, 0.0, 0.0]",3,-2.1,"[0.036, 0.727, 0.793, -1.077, 0.114, 0.459, 0.0, 0.0]",False
"[0.036, 0.727, 0.793, -1.077, 0.114, 0.459, 0.0, 0.0]",2,-2.1,"[0.044, 0.723, 0.788, -1.042, 0.139, 0.46, 0.0, 0.0]",False
"[0.044, 0.723, 0.788, -1.042, 0.139, 0.46, 0.0, 0.0]",1,-2.1,"[0.051, 0.719, 0.783, -1.007, 0.116, 0.498, 0.0, 0.0]",False
"[0.051, 0.719, 0.783, -1.007, 0.116, 0.498, 0.0, 0.0]",2,-2.1,"[0.059, 0.715, 0.778, -1.032, 0.141, 0.46, 0.0, 0.0]",False
"[0.059, 0.715, 0.778, -1.032, 0.141, 0.46, 0.0, 0.0]",2,-2.1,"[0.067, 0.711, 0.773, -1.057, 0.166, 0.461, 0.0, 0.0]",False
"[0.067, 0.711, 0.773, -1.057, 0.166, 0.461, 0.0, 0.0]",3,-2.1,"[0.075, 0.707, 0.768, -1.022, 0.191, 0.462, 0.0, 0.0]",False
"[0.075, 0.707, 0.768, -1.022, 0.191, 0.462, 0.0, 0.0]",2,-2.1,"[0.083, 0.703, 0.763, -1.047, 0.216, 0.463, 0.0, 0.0]",False
"[0.083, 0.703, 0.763, -1.047, 0.216, 0.463, 0.0, 0.0]",1,-2.1,"[0.091, 0.699, 0.758, -1.012, 0.193, 0.501, 0.0, 0.0]",False
"[0.091, 0.699, 0.758, -1.012, 0.193, 0.501, 0.0, 0.0]",2,-2.1,"[0.099, 0.695, 0.753, -1.037, 0.218, 0.464, 0.0, 0.0]",False
"[-1.18, 0.78, 0.42, -2.48, 0.102, 0.052, 0.0, 0.0]",1,-2.15,"[-1.16, 0.76, 0.41, -2.46, 0.099, 0.048, 0.0, 0.0]",False
"[0.041, 0.724, 0.786, -1.4, 0.134, 0.501, 0.0, 0.0]",2,-2.2,"[0.048, 0.72, 0.782, -1.35, 0.157, 0.502, 0.0, 0.0]",False
"[0.034, 0.727, 0.795, -1.37, 0.112, 0.459, 0.0, 0.0]",1,-2.3,"[0.041, 0.724, 0.786, -1.4, 0.134, 0.501, 0.0, 0.0]",False
"[0.027, 0.731, 0.799, -1.42, 0.089, 0.458, 0.0, 0.0]",2,-2.4,"[0.034, 0.727, 0.795, -1.37, 0.112, 0.459, 0.0, 0.0]",False
"[-1.2, 1.3, 0.6, -1.3, -10.0, 40.0, 0.0, 0.0]",0,-2.4,"[-1.2, 1.28, 0.62, -1.28, -10.1, 40.5, 0.0, 0.0]",False
"[0.02, 0.735, 0.802, -1.47, 0.066, 0.457, 0.0, 0.0]",2,-2.5,"[0.027, 0.731, 0.799, -1.42, 0.089, 0.458, 0.0, 0.0]",False
"[-1.23, 1.24, 0.12, -1.45, 0.56, 0.23, 0.0, 0.0]",1,-2.5,"[-1.28, 1.15, 0.18, -1.42, 0.59, 0.27, 0.0, 0.0]",False
"[0.8, 0.5, 1.8, -1.0, 7.0, 1.8, 0.0, 0.0]",3,-2.5,"[0.82, 0.48, 1.79, -1.02, 7.02, 1.82, 0.0, 0.0]",False
